se_code,se_name,margin_vol
603658,安图生物,7.06
603659,璞泰来,1.82
603668,天马科技,11.30
603678,火炬电子,1.00
603688,石英股份,1.00
603690,至纯科技,7.02
603693,江苏新能,3.00
603707,健友股份,9.11
603713,密尔克卫,6.72
603718,海利生物,1.00
603730,岱美股份,5.00
603733,仙鹤股份,5.00
603766,隆鑫通用,1.00
603777,来伊份,10.91
603799,华友钴业,8.72
603806,福斯特,1.00
603826,坤彩科技,11.35
603866,桃李面包,1.00
603876,鼎胜新材,6.08
603882,金域医学,3.72
603893,瑞芯微,7.20
603906,龙蟠科技,13.90
603915,国茂股份,5.00
603916,苏博特,4.00
603919,金徽酒,2.35
603920,世运电路,5.00
603927,中科软,40.96
603936,博敏电子,1.00
603939,益丰药房,1.02
603959,百利科技,1.00
603960,克来机电,3.00
603969,银龙股份,61.00
603979,金诚信,6.28
603989,艾华集团,1.21
603993,洛阳钼业,1.00
603995,甬金股份,27.36
603997,继峰股份,8.64
605090,九丰能源,3.32
605111,新洁能,2.00
605117,德业股份,1.71
605123,派克新材,9.92
605376,博迁新材,10.24
605499,东鹏饮料,3.56
605589,圣泉集团,2.30
688001,华兴源创,0.22
688002,睿创微纳,1.32
688005,容百科技,2.84
688006,杭可科技,0.34
688007,光峰科技,0.43
688008,澜起科技,16.47
688012,中微公司,4.94
688016,心脉医疗,0.76
688017,绿的谐波,2.87
688019,安集科技,0.22
688020,方邦股份,0.18
688023,安恒信息,0.39
688029,南微医学,0.90
688032,禾迈股份,0.20
688033,天宜上佳,0.28
688035,德邦科技,0.14
688036,传音控股,0.23
688039,当虹科技,0.46
688041,海光信息,0.30
688049,炬芯科技,2.34
688050,爱博医疗,0.45
688052,纳芯微,0.40
688053,思科瑞,2.67
688055,龙腾光电,0.51
688058,宝兰德,0.13
688059,华锐精密,0.72
688063,派能科技,0.48
688065,凯赛生物,7.46
688066,航天宏图,7.96
688071,华依科技,0.32
688072,拓荆科技,1.10
688076,诺泰生物,0.10
688079,美迪凯,8.48
688082,盛美上海,0.54
688083,中望软件,0.37
688085,三友医疗,5.67
688091,上海谊众,0.51
688099,晶晨股份,6.46
688100,威胜信息,0.53
688103,国力股份,17.00
688105,诺唯赞,10.00
688106,金宏气体,0.29
688107,安路科技,3.00
688110,东芯股份,0.44
688111,金山办公,0.10
688112,鼎阳科技,5.35
688114,华大智造,1.66
688115,思林杰,1.00
688116,天奈科技,0.77
688120,华海清科,5.42
688122,西部超导,0.86
688125,安达智能,0.59
688126,沪硅产业,6.51
688127,蓝特光学,0.18
688128,中国电研,0.62
688130,晶华微,2.48
688132,邦彦技术,6.64
688133,泰坦科技,0.41
688135,利扬芯片,0.60
688139,海尔生物,0.86
688160,步科股份,0.10
688162,巨一科技,0.44
688163,赛伦生物,0.10
688166,博瑞医药,0.99
688170,德龙激光,0.40
688176,亚虹医药,1.50
688180,君实生物,20.92
688185,康希诺,2.81
688186,广大特材,1.27
688187,时代电气,4.22
688190,云路股份,0.24
688192,迪哲医药,4.18
688198,佰仁医疗,0.23
688200,华峰测控,0.24
688202,美迪西,1.92
688203,海正生材,6.60
688207,格灵深瞳,0.12
688208,道通科技,1.84
688216,气派科技,3.54
688217,睿昂基因,2.29
688220,翱捷科技,0.19
688222,成都先导,0.86
688223,晶科能源,62.42
688225,亚信安全,3.51
688226,威腾电气,6.96
688232,新点软件,13.42
688233,神工股份,0.25
688234,天岳先进,7.90
688238,和元生物,1.65
688239,航宇科技,5.00
688247,宣泰医药,0.40
688248,南网科技,0.64
688253,英诺特,1.48
688256,寒武纪,0.60
688265,南模生物,0.10
688266,泽璟制药,3.30
688267,中触媒,5.60
688268,华特气体,0.44
688269,凯立新材,0.40
688270,臻镭科技,4.56
688271,联影医疗,15.20
688272,富吉瑞,1.81
688273,麦澜德,1.09
688277,天智航,14.21
688278,特宝生物,11.41
688289,圣湘生物,0.50
688290,景业智能,1.50
688293,奥浦迈,0.93
688295,中复神鹰,0.76
688296,和达科技,1.64
688297,中无人机,2.12
688298,东方生物,1.29
688301,奕瑞科技,0.84
688302,海创药业,0.34
688303,大全能源,0.32
688305,科德数控,3.92
688316,青云科技,1.32
688318,财富趋势,0.29
688319,欧林生物,0.14
688321,微芯生物,21.33
688329,艾隆科技,0.95
688330,宏力达,0.24
688333,铂力特,0.31
688337,普源精电,5.65
688348,昱能科技,1.26
688349,三一重能,43.30
688350,富淼科技,2.30
688351,微电生理,0.50
688356,键凯科技,0.13
688363,华熙生物,0.44
688365,光云科技,0.41
688366,昊海生科,0.52
688368,晶丰明源,0.28
688371,菲沃泰,0.22
688375,国博电子,0.78
688383,新益昌,0.40
688385,复旦微电,25.12
688388,嘉元科技,0.65
688389,普门科技,11.45
688390,固德威,0.40
688392,骄成超声,1.80
688395,正弦电气,4.50
688396,华润微,10.51
688399,硕世生物,0.86
688401,路维光电,0.90
688408,中信博,0.16
688409,富创精密,0.40
688439,振华风光,1.10
688459,哈铁科技,10.70
688468,科美诊断,1.99
688505,复旦张江,0.13
688516,奥特维,0.10
688517,金冠电气,1.85
688518,联赢激光,9.76
688521,芯原股份,5.82
688526,科前生物,3.96
688533,上声电子,0.68
688536,思瑞浦,0.64
688557,兰剑智能,0.82
688567,孚能科技,7.20
688568,中科星图,0.19
688575,亚辉龙,0.11
688579,山大地纬,11.15
688580,伟思医疗,0.67
688586,江航装备,0.34
688598,金博股份,0.63
688599,天合光能,130.10
688608,恒玄科技,1.12
688613,奥精医疗,2.38
688617,惠泰医疗,0.70
688625,呈和科技,0.20
688626,翔宇医疗,0.62
688633,星球石墨,0.86
688636,智明达,3.30
688639,华恒生物,2.10
688656,浩欧博,1.02
688658,悦康药业,14.44
688660,电气风电,0.20
688665,四方光电,1.02
688676,金盘科技,12.21
688680,海优新材,0.43
688682,霍莱沃,1.54
688690,纳微科技,8.20
688698,伟创电气,1.40
688699,明微电子,1.61
688728,格科微,4.68
688772,珠海冠宇,"1,512.64"
688776,国光电气,4.32
688777,中控技术,0.24
688778,厦钨新能,0.10
688779,长远锂科,60.91
688788,科思科技,0.37
688793,倍轻松,0.87
688819,天能股份,0.10
688981,中芯国际,3.84
合计,合计,"25,999.57"
